"kingdom","phylum","class","order","family","genus","valid_name","scientificname","adult","adult_simple","adult_tidy","valid_AphiaID","rank"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Canthocamptidae","Itunella","Itunella muelleri","Itunella muelleri","meiobenthos","Macrobenthos","Macrobenthos"," 115694","Species"
"Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Jania","Jania","Jania","macroalgae","Macroalgae","Macroalgae"," 144012","Genus"
"Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Jugaria","Jugaria quadrangularis","Jugaria quadrangularis","benthos","Macrobenthos","Macrobenthos"," 131206","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Kallymeniaceae","Kallymenia","Kallymenia","Kallymenia","macroalgae","Macroalgae","Macroalgae"," 144048","Genus"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Kirchenpaueriidae","Kirchenpaueria","Kirchenpaueria halecioides","Kirchenpaueria halecioides",NA,NA,NA," 117673","Species"
"Animalia","Mollusca","Gastropoda","Stylommatophora","Trochomorphidae","Kondoa","Kondoa","Kondoa",NA,NA,NA," 995244","Genus"
"Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lanice","Lanice conchilega","Lanice conchilega","megabenthos","Macrobenthos","Macrobenthos"," 131495","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Laomedea","Laomedea flexuosa","Laomedea flexuosa",NA,NA,NA," 117382","Species"
"Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Lasaea","Lasaea undulata","Lasaea undulata","benthos","Macrobenthos","Macrobenthos"," 592749","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus","Lepidonotus squamatus","Lepidonotus squamatus","macrobenthos","Macrobenthos","Macrobenthos"," 130801","Species"
"Animalia","Arthropoda","Ostracoda","Podocopida","Leptocytheridae","Leptocythere","Leptocythere lacertosa","Leptocythere lacertosa","benthos","Macrobenthos","Macrobenthos"," 128195","Species"
"Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Leptomysis","Leptomysis","Leptomysis","macrobenthos","Macrobenthos","Macrobenthos"," 119870","Genus"
"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Lessonia","Lessonia variegata","Lessonia variegata","algae","Other","Plankton"," 373467","Species"
"Animalia","Porifera","Calcarea","Leucosolenida","Leucosoleniidae","Leucosolenia","Leucosolenia","Leucosolenia","macrobenthos","Macrobenthos","Macrobenthos"," 131715","Genus"
"Animalia","Mollusca","Gastropoda","Pteropoda","Limacinidae","Limacina","Limacina antarctica","Limacina antarctica","zooplankton","Other","Plankton"," 509607","Species"
"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Limnohalacarus","Limnohalacarus mamillatus","Limnohalacarus mamillatus","meiobenthos","Macrobenthos","Macrobenthos"," 407028","Species"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae","Lirceus","Lirceus fontinalis","Lirceus fontinalis","macrobenthos","Macrobenthos","Macrobenthos"," 261020","Species"
"Plantae","Rhodophyta","Florideophyceae","Corallinales","Lithophyllaceae","Lithophyllum","Lithophyllum incrustans","Lithophyllum incrustans","macroalgae","Macroalgae","Macroalgae"," 145152","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina littorea","Littorina littorea","benthos","Macrobenthos","Macrobenthos"," 140262","Species"
"Animalia","Arthropoda","Ostracoda","Podocopida","Loxoconchidae","Loxocorniculum","Loxocorniculum mutsuense","Loxocorniculum mutsuense","benthos","Macrobenthos","Macrobenthos"," 788435","Species"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus","Lumbricillus","benthos","Macrobenthos","Macrobenthos"," 137351","Genus"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus rutilus","Lumbricillus rutilus","benthos","Macrobenthos","Macrobenthos","1071789","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lysilla","Lysilla","Lysilla","benthos","Macrobenthos","Macrobenthos"," 129701","Genus"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","Lytocarpia","Lytocarpia canepa","Lytocarpia canepa",NA,NA,NA," 284158","Species"
"Animalia","Platyhelminthes",NA,NA,"Macrostomidae","Macrostomum","Macrostomum pusillum","Macrostomum pusillum","turbellaria","Macrobenthos","Macrobenthos"," 142770","Species"
"Animalia","Annelida","Polychaeta",NA,"Magelonidae","Magelona","Magelona mirabilis","Magelona mirabilis","benthos","Macrobenthos","Macrobenthos"," 130271","Species"
"Animalia","Annelida","Polychaeta","Spionida","Spionidae","Malacoceros","Malacoceros fuliginosus","Malacoceros fuliginosus","macrobenthos","Macrobenthos","Macrobenthos"," 131131","Species"
"Plantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Mamiella","Mamiella","Mamiella","algae","Other","Plankton"," 134531","Genus"
"Plantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Mamiella","Mamiella gilva","Mamiella gilva","algae","Other","Plankton"," 134562","Species"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Marionina","Marionina sublitoralis","Marionina sublitoralis","benthos","Macrobenthos","Macrobenthos"," 137472","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus","Mastocarpus stellatus","macroalgae","Macroalgae","Macroalgae"," 145650","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Melarhaphe","Melarhaphe neritoides","Melarhaphe neritoides","benthos","Macrobenthos","Macrobenthos"," 140266","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Hebellidae","Melicertissa","Melicertissa","Melicertissa",NA,NA,NA," 117142","Genus"
"Chromista","Ochrophyta","Raphidophyceae","Chattonellales","Vacuolariaceae","Merotricha","Merotricha bacillata","Merotricha bacillata","algae","Other","Plankton"," 375673","Species"
"Plantae","Rhodophyta","Florideophyceae","Hapalidiales","Mesophyllumaceae","Mesophyllum","Mesophyllum","Mesophyllum","macroalgae","Macroalgae","Macroalgae"," 144020","Genus"
"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Metarhombognathus","Metarhombognathus armatus","Metarhombognathus armatus","meiobenthos","Macrobenthos","Macrobenthos"," 115006","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Microporellidae","Microporella","Microporella ciliata","Microporella ciliata","macrobenthos","Macrobenthos","Macrobenthos"," 111421","Species"
"Animalia","Platyhelminthes",NA,"Dolichomicrostomida","Microstomidae","Microstomum","Microstomum papillosum","Microstomum papillosum","turbellaria","Macrobenthos","Macrobenthos"," 142797","Species"
"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula complanata","Molgula complanata","macrobenthos","Macrobenthos","Macrobenthos"," 103776","Species"
"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula occulta","Molgula occulta","macrobenthos","Macrobenthos","Macrobenthos"," 103791","Species"
"Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula","Molgula retortiformis","Molgula retortiformis","macrobenthos","Macrobenthos","Macrobenthos"," 103796","Species"
"Animalia","Platyhelminthes",NA,"Proseriata","Monocelididae","Monocelis","Monocelis fusca","Monocelis fusca","turbellaria","Macrobenthos","Macrobenthos"," 143550","Species"
"Plantae","Chlorophyta","Ulvophyceae","Ulotrichales","Monostromataceae","Monostroma","Monostroma angicava","Monostroma angicava","macroalgae","Macroalgae","Macroalgae"," 371797","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Muellerena","Muellerena wattsii","Muellerena wattsii","algae","Other","Plankton"," 375171","Species"
"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Musculus","Musculus","Musculus","benthos","Macrobenthos","Macrobenthos"," 138225","Genus"
"Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Myrianida","Myrianida","Myrianida","benthos","Macrobenthos","Macrobenthos"," 129659","Genus"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Plumulariidae","Nemertesia","Nemertesia antennina","Nemertesia antennina",NA,NA,NA," 117809","Species"
"Plantae","Chlorophyta","Ulvophyceae","Oltmannsiellopsidales","Oltmannsiellopsidaceae","Neodangemannia","Neodangemannia microcystis","Neodangemannia microcystis","algae","Other","Plankton"," 837248","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Neorhodomela","Neorhodomela larix","Neorhodomela larix","algae","Other","Plankton"," 372616","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys","Nephtys","Nephtys","benthos","Macrobenthos","Macrobenthos"," 129370","Genus"
"Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Nicolea","Nicolea zostericola","Nicolea zostericola","macrobenthos","Macrobenthos","Macrobenthos"," 131508","Species"
"Animalia","Annelida","Polychaeta",NA,"Maldanidae","Nicomache","Nicomache personata","Nicomache personata","benthos","Macrobenthos","Macrobenthos"," 130314","Species"
"Animalia","Platyhelminthes","Trematoda","Plagiorchiida","Notocotylidae","Notocotylus","Notocotylus","Notocotylus",NA,NA,NA," 108505","Genus"
"Animalia","Platyhelminthes",NA,"Polycladida","Notoplanidae","Notoplana","Notoplana australis","Notoplana australis","turbellaria","Macrobenthos","Macrobenthos"," 414318","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Nudisyllis","Nudisyllis pulligera","Nudisyllis pulligera","macrobenthos","Macrobenthos","Macrobenthos"," 248051","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia","Obelia dichotoma","Obelia dichotoma",NA,NA,NA," 117386","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia","Obelia geniculata","Obelia geniculata",NA,NA,NA," 117388","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Odonthalia","Odonthalia washingtoniensis","Odonthalia washingtoniensis","macroalgae","Macroalgae","Macroalgae"," 372622","Species"
"Animalia","Nematoda","Enoplea","Enoplida","Oncholaimidae","Oncholaimus","Oncholaimus","Oncholaimus",NA,NA,NA,"   2573","Genus"
"Animalia","Echinodermata","Ophiuroidea","Ophiacanthida","Ophiacanthidae","Ophiocanops","Ophiocanops fugiens","Ophiocanops fugiens","macrobenthos","Macrobenthos","Macrobenthos"," 243526","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Osmundea","Osmundea pinnatifida","Osmundea pinnatifida","macroalgae","Macroalgae","Macroalgae"," 144847","Species"
"Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea","Ostrea edulis","Ostrea edulis","benthos","Macrobenthos","Macrobenthos"," 140658","Species"
"Plantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus","Ostreococcus","algae","Other","Plankton"," 345496","Genus"
"Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Otopleura","Otopleura nodicincta","Otopleura nodicincta",NA,NA,NA," 217260","Species"
"Animalia","Annelida","Polychaeta",NA,"Oweniidae","Owenia","Owenia fusiformis","Owenia fusiformis","benthos","Macrobenthos","Macrobenthos"," 130544","Species"
"Animalia","Platyhelminthes","Trematoda","Plagiorchiida","Opecoelidae","Pacificreadium","Pacificreadium serrani","Pacificreadium serrani",NA,NA,NA," 757317","Species"
"Animalia","Nematoda","Chromadorea","Rhabditida","Panagrolaimidae","Panagrolaimus","Panagrolaimus paetzoldi","Panagrolaimus paetzoldi",NA,NA,NA,"1762560","Species"
"Animalia","Mollusca","Bivalvia",NA,"Pandoridae","Pandora","Pandora pinna","Pandora pinna","benthos","Macrobenthos","Macrobenthos"," 140675","Species"
"Animalia","Nematoda","Chromadorea","Chromadorida","Cyatholaimidae","Paracanthonchus","Paracanthonchus caecus","Paracanthonchus caecus","meiobenthos","Macrobenthos","Macrobenthos"," 120877","Species"
"Animalia","Arthropoda","Ostracoda","Podocopida","Paradoxostomatidae","Paradoxostoma","Paradoxostoma setoense","Paradoxostoma setoense","benthos","Macrobenthos","Macrobenthos"," 462278","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Paralepidonotus","Paralepidonotus ampulliferus","Paralepidonotus ampulliferus","macrobenthos","Macrobenthos","Macrobenthos"," 209641","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Miraciidae","Paramphiascella","Paramphiascella fulvofasciata","Paramphiascella fulvofasciata","meiobenthos","Macrobenthos","Macrobenthos"," 115960","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Parastenheliidae","Parastenhelia","Parastenhelia","Parastenhelia","meiobenthos","Macrobenthos","Macrobenthos"," 115425","Genus"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Thalestridae","Parathalestris","Parathalestris parviseta","Parathalestris parviseta","meiobenthos","Macrobenthos","Macrobenthos"," 414707","Species"
"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Parvicardium","Parvicardium exiguum","Parvicardium exiguum","benthos","Macrobenthos","Macrobenthos"," 139008","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Polycystididae","Paulodora","Paulodora","Paulodora","benthos","Macrobenthos","Macrobenthos"," 155549","Genus"
"Chromista","Ochrophyta","Dictyochophyceae","Pedinellales","Actinomonadaceae","Pedinella","Pedinella","Pedinella","algae","Other","Plankton"," 248148","Genus"
"Chromista","Ochrophyta","Chrysophyceae","Ochromonadales","Ochromonadales incertae sedis","Pedospumella","Pedospumella encystans","Pedospumella encystans","algae","Other","Plankton"," 624263","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Perinereis","Perinereis aibuhitensis","Perinereis aibuhitensis","benthos","Macrobenthos","Macrobenthos"," 716016","Species"
"Plantae","Rhodophyta","Florideophyceae","Peyssonneliales","Peyssonneliaceae","Peyssonnelia","Peyssonnelia meridionalis","Peyssonnelia meridionalis","macroalgae","Macroalgae","Macroalgae"," 372727","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Escharinidae","Phaeostachys","Phaeostachys spinifera","Phaeostachys spinifera","macrobenthos","Macrobenthos","Macrobenthos"," 111521","Species"
"Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Pharus","Pharus legumen","Pharus legumen","benthos","Macrobenthos","Macrobenthos"," 140736","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Polycystididae","Phonorhynchus","Phonorhynchus helgolandicus","Phonorhynchus helgolandicus","benthos","Macrobenthos","Macrobenthos"," 143197","Species"
"Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis","Phoronis","Phoronis","benthos","Macrobenthos","Macrobenthos"," 128545","Genus"
"Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis","Phoronis muelleri","Phoronis muelleri","macrobenthos","Macrobenthos","Macrobenthos"," 128549","Species"
"Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis","Phoronis ovalis","Phoronis ovalis","macrobenthos","Macrobenthos","Macrobenthos"," 128550","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Phycodrys","Phycodrys rubens","Phycodrys rubens","macroalgae","Macroalgae","Macroalgae"," 144773","Species"
"Animalia","Cnidaria","Hexacorallia","Actiniaria","Aliciidae","Phyllodiscus","Phyllodiscus semoni","Phyllodiscus semoni",NA,NA,NA," 290756","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce longipes","Phyllodoce longipes","macrobenthos","Macrobenthos","Macrobenthos"," 130673","Species"
"Plantae","Rhodophyta","Florideophyceae","Hapalidiales","Hapalidiaceae","Phymatolithon","Phymatolithon","Phymatolithon","macroalgae","Macroalgae","Macroalgae"," 144022","Genus"
"Animalia","Mollusca","Gastropoda",NA,"Limapontiidae","Placida","Placida cremoniana","Placida cremoniana","benthos","Macrobenthos","Macrobenthos"," 141564","Species"
"Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Plagioeciidae","Plagioecia","Plagioecia patina","Plagioecia patina","macrobenthos","Macrobenthos","Macrobenthos"," 111719","Species"
"Animalia","Platyhelminthes","Monogenea","Mazocraeidea","Plectanocotylidae","Plectanocotyle","Plectanocotyle gurnardi","Plectanocotyle gurnardi",NA,NA,NA," 119773","Species"
"Animalia","Mollusca","Bivalvia","Pectinida","Plicatulidae","Plicatula","Plicatula","Plicatula","benthos","Macrobenthos","Macrobenthos"," 204437","Genus"
"Plantae","Rhodophyta","Florideophyceae","Plocamiales","Plocamiaceae","Plocamium","Plocamium cartilagineum","Plocamium cartilagineum","macroalgae","Macroalgae","Macroalgae"," 145782","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Plumulariidae","Plumularia","Plumularia","Plumularia",NA,NA,NA," 117196","Genus"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Polycystididae","Polycystis","Polycystis naegelii","Polycystis naegelii","benthos","Macrobenthos","Macrobenthos"," 480853","Species"
"Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora","Polydora ciliata","Polydora ciliata","macrobenthos","Macrobenthos","Macrobenthos"," 131141","Species"
"Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora","Polydora onagawaensis","Polydora onagawaensis","benthos","Macrobenthos","Macrobenthos","1611501","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Polyidaceae","Polyides","Polyides rotunda","Polyides rotunda","macroalgae","Macroalgae","Macroalgae"," 145668","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Polysiphonia","Polysiphonia","Polysiphonia","macroalgae","Macroalgae","Macroalgae"," 143853","Genus"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Polysiphonia","Polysiphonia atlantica","Polysiphonia atlantica","macroalgae","Macroalgae","Macroalgae"," 144608","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Polysiphonia","Polysiphonia stricta","Polysiphonia stricta","macroalgae","Macroalgae","Macroalgae"," 144672","Species"
"Plantae","Rhodophyta","Bangiophyceae","Bangiales","Bangiaceae","Porphyra","Porphyra","Porphyra","macroalgae","Macroalgae","Macroalgae"," 143808","Genus"
"Animalia","Nematoda","Chromadorea","Chromadorida","Cyatholaimidae","Praeacanthonchus","Praeacanthonchus","Praeacanthonchus","meiobenthos","Macrobenthos","Macrobenthos","   2313","Genus"
"Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Praunus","Praunus flexuosus","Praunus flexuosus","macrobenthos","Macrobenthos","Macrobenthos"," 120177","Species"
"Animalia","Platyhelminthes",NA,"Tricladida","Procerodidae","Procerodes","Procerodes littoralis","Procerodes littoralis","turbellaria","Macrobenthos","Macrobenthos"," 143647","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Promesostomidae","Promesostoma","Promesostoma","Promesostoma","benthos","Macrobenthos","Macrobenthos"," 142412","Genus"
"Animalia","Platyhelminthes",NA,"Prorhynchida","Prorhynchidae","Prorhynchus","Prorhynchus alpinus","Prorhynchus alpinus","turbellaria","Macrobenthos","Macrobenthos"," 481335","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Provorticidae","Provortex","Provortex balticus","Provortex balticus","benthos","Macrobenthos","Macrobenthos"," 143000","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Provorticidae","Provortex","Provortex karlingi","Provortex karlingi","benthos","Macrobenthos","Macrobenthos"," 143002","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Trigonostomidae","Proxenetes","Proxenetes karlingi","Proxenetes karlingi","benthos","Macrobenthos","Macrobenthos"," 143424","Species"
"Animalia","Platyhelminthes","Monogenea","Mazocraeidea","Gastrocotylidae","Pseudaxine","Pseudaxine trachuri","Pseudaxine trachuri",NA,NA,NA," 119687","Species"
"Chromista","Ochrophyta","Dictyochophyceae","Pedinellales","Actinomonadaceae","Pteridomonas","Pteridomonas","Pteridomonas","algae","Other","Plankton"," 341352","Genus"
"Plantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pterospermataceae","Pterosperma","Pterosperma","Pterosperma","algae","Other","Plankton"," 160595","Genus"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Pterothamnion","Pterothamnion plumula","Pterothamnion plumula","macroalgae","Macroalgae","Macroalgae"," 144683","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Ptilocladiopsidaceae","Ptilocladiopsis","Ptilocladiopsis horrida","Ptilocladiopsis horrida","macroalgae","Macroalgae","Macroalgae"," 144685","Species"
"Plantae","Rhodophyta","Florideophyceae","Gelidiales","Gelidiaceae","Ptilophora","Ptilophora","Ptilophora","macroalgae","Macroalgae","Macroalgae"," 204503","Genus"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Trigonostomidae","Ptychopera","Ptychopera plebeia","Ptychopera plebeia","benthos","Macrobenthos","Macrobenthos"," 143443","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Kallymeniaceae","Pugetia","Pugetia fragilissima","Pugetia fragilissima","algae","Other","Plankton"," 372652","Species"
"Animalia","Porifera","Demospongiae","Axinellida","Raspailiidae","Raspaciona","Raspaciona aculeata","Raspaciona aculeata","macrobenthos","Macrobenthos","Macrobenthos"," 133139","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Aequoreidae","Rhacostoma","Rhacostoma atlanticum","Rhacostoma atlanticum",NA,NA,NA," 156967","Species"
"Plantae","Rhodophyta","Rhodellophyceae","Glaucosphaerales","Glaucosphaeraceae","Rhodella","Rhodella","Rhodella","algae","Other","Plankton"," 144228","Genus"
"Animalia","Cnidaria","Hydrozoa","Trachymedusae","Rhopalonematidae","Rhopalonema","Rhopalonema velatum","Rhopalonema velatum",NA,NA,NA," 117865","Species"
"Animalia","Orthonectida",NA,NA,"Rhopaluridae","Rhopalura","Rhopalura ophiocomae","Rhopalura ophiocomae",NA,NA,NA," 119178","Species"
"Animalia","Annelida","Polychaeta","Sabellida","Fabriciidae","Rubifabriciola","Rubifabriciola markginsbergi","Rubifabriciola markginsbergi","benthos","Macrobenthos","Macrobenthos"," 598786","Species"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Rugulopteryx","Rugulopteryx okamurae","Rugulopteryx okamurae","algae","Other","Plankton"," 495597","Species"
"Animalia","Mollusca","Gastropoda","Runcinida","Runcinidae","Runcina","Runcina adriatica","Runcina adriatica","benthos","Macrobenthos","Macrobenthos"," 141405","Species"
"Animalia","Annelida","Polychaeta",NA,"Sabellariidae","Sabellaria","Sabellaria alveolata","Sabellaria alveolata","benthos","Macrobenthos","Macrobenthos"," 130866","Species"
"Animalia","Platyhelminthes",NA,"Tricladida","Cercyridae","Sabussowia","Sabussowia dioica","Sabussowia dioica","turbellaria","Macrobenthos","Macrobenthos"," 143644","Species"
"Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Salmacina","Salmacina","Salmacina","benthos","Macrobenthos","Macrobenthos"," 129578","Genus"
"Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Salvatoria","Salvatoria","Salvatoria","benthos","Macrobenthos","Macrobenthos"," 195982","Genus"
"Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Salvatoria","Salvatoria limbata","Salvatoria limbata","meiobenthos","Macrobenthos","Macrobenthos"," 195989","Species"
"Chromista","Ochrophyta","Pelagophyceae","Sarcinochrysidales","Sarcinochrysidaceae","Sarcinochrysis","Sarcinochrysis","Sarcinochrysis","algae","Other","Plankton"," 370187","Genus"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","Sargassum fusiforme","Sargassum fusiforme","macroalgae","Macroalgae","Macroalgae"," 494972","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Polycystididae","Scanorhynchus","Scanorhynchus forcipatus","Scanorhynchus forcipatus","benthos","Macrobenthos","Macrobenthos"," 143233","Species"
"Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Schistomeringos","Schistomeringos rudolphi","Schistomeringos rudolphi","benthos","Macrobenthos","Macrobenthos"," 154127","Species"
"Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Scissula","Scissula similis","Scissula similis","benthos","Macrobenthos","Macrobenthos"," 420892","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Scrupariidae","Scruparia","Scruparia chelata","Scruparia chelata","macrobenthos","Macrobenthos","Macrobenthos"," 111540","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Scytosiphon","Scytosiphon lomentaria","Scytosiphon lomentaria","macroalgae","Macroalgae","Macroalgae"," 145869","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Callithamniaceae","Seirospora","Seirospora interrupta","Seirospora interrupta","macroalgae","Macroalgae","Macroalgae"," 144697","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertularellidae","Sertularella","Sertularella","Sertularella",NA,NA,NA," 117233","Genus"
"Animalia","Cnidaria","Hexacorallia","Scleractinia","Rhizangiidae","Siderastrea","Siderastrea siderea","Siderastrea siderea","macrobenthos","Macrobenthos","Macrobenthos"," 207516","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Sigalion","Sigalion","Sigalion","benthos","Macrobenthos","Macrobenthos"," 129594","Genus"
"Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Siriella","Siriella armata","Siriella armata","macrobenthos","Macrobenthos","Macrobenthos"," 120208","Species"
"Animalia","Mollusca","Bivalvia","Adapedonta","Solenidae","Solen","Solen","Solen","benthos","Macrobenthos","Macrobenthos"," 138515","Genus"
"Animalia","Porifera","Calcarea","Clathrinida","Dendyidae","Soleneiscus","Soleneiscus","Soleneiscus","macrobenthos","Macrobenthos","Macrobenthos"," 164784","Genus"
"Animalia","Cnidaria","Hydrozoa","Narcomedusae","Cuninidae","Solmissus","Solmissus marshalli","Solmissus marshalli",NA,NA,NA," 221243","Species"
"Animalia","Chaetognatha","Sagittoidea","Phragmophora","Spadellidae","Spadella","Spadella","Spadella","benthos","Macrobenthos","Macrobenthos"," 105413","Genus"
"Animalia","Porifera","Demospongiae","Poecilosclerida","Hymedesmiidae","Spanioplon","Spanioplon armaturum","Spanioplon armaturum","macrobenthos","Macrobenthos","Macrobenthos"," 133701","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Spermothamnion","Spermothamnion repens","Spermothamnion repens","macroalgae","Macroalgae","Macroalgae"," 144702","Species"
"Animalia","Nematoda","Chromadorea","Monhysterida","Sphaerolaimidae","Sphaerolaimus","Sphaerolaimus hirsutus","Sphaerolaimus hirsutus","meiobenthos","Macrobenthos","Macrobenthos"," 121490","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Sphaerosyllis","Sphaerosyllis","Sphaerosyllis","benthos","Macrobenthos","Macrobenthos"," 129677","Genus"
"Animalia","Mollusca","Bivalvia","Myida","Myidae","Sphenia","Sphenia fragilis","Sphenia fragilis","benthos","Macrobenthos","Macrobenthos"," 420973","Species"
"Animalia","Annelida","Polychaeta","Spionida","Spionidae","Spio","Spio","Spio","benthos","Macrobenthos","Macrobenthos"," 129625","Genus"
"Plantae","Rhodophyta","Florideophyceae","Corallinales","Spongitidaceae","Spongites","Spongites","Spongites","macroalgae","Macroalgae","Macroalgae"," 144025","Genus"
