"kingdom","phylum","class","order","family","genus","valid_name","scientificname","adult","adult_simple","adult_tidy","valid_AphiaID","rank"
"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Dendrodoa","Dendrodoa grossularia","Dendrodoa grossularia","macrobenthos","Macrobenthos","Macrobenthos"," 103882","Species"
"Animalia","Cnidaria","Staurozoa","Stauromedusae","Haliclystidae","Depastromorpha","Depastromorpha africana","Depastromorpha africana","macrobenthos","Macrobenthos","Macrobenthos"," 289801","Species"
"Animalia","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","Deroceras","Deroceras invadens","Deroceras invadens",NA,NA,NA," 988052","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Dexaminidae","Dexamine","Dexamine spinosa","Dexamine spinosa","macrobenthos","Macrobenthos","Macrobenthos"," 102135","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Dexaminidae","Dexamine","Dexamine thea","Dexamine thea","macrobenthos","Macrobenthos","Macrobenthos"," 102136","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Dictyosiphon","Dictyosiphon ekmanii","Dictyosiphon ekmanii","macroalgae","Macroalgae","Macroalgae"," 145321","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Dictyosiphon","Dictyosiphon foeniculaceus","Dictyosiphon foeniculaceus","macroalgae","Macroalgae","Macroalgae"," 145322","Species"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","Dictyota dichotoma","Dictyota dichotoma","macroalgae","Macroalgae","Macroalgae"," 145367","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Dilsea","Dilsea carnosa","Dilsea carnosa","macroalgae","Macroalgae","Macroalgae"," 145222","Species"
"Animalia","Annelida","Polychaeta",NA,"Dinophilidae","Dinophilus","Dinophilus taeniatus","Dinophilus taeniatus","benthos","Macrobenthos","Macrobenthos"," 130001","Species"
"Animalia","Annelida","Polychaeta",NA,"Dinophilidae","Dinophilus","Dinophilus vorticoides","Dinophilus vorticoides","benthos","Macrobenthos","Macrobenthos"," 130002","Species"
"Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma listerianum","Diplosoma listerianum","macrobenthos","Macrobenthos","Macrobenthos"," 103579","Species"
"Animalia","Arthropoda","Copepoda","Cyclopoida","Corycaeidae","Ditrichocorycaeus","Ditrichocorycaeus anglicus","Ditrichocorycaeus anglicus","mesoplankton","Other","Plankton"," 128805","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Dodecaceria","Dodecaceria ater","Dodecaceria ater","benthos","Macrobenthos","Macrobenthos"," 129965","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Dodecaceria","Dodecaceria concharum","Dodecaceria concharum","benthos","Macrobenthos","Macrobenthos"," 129967","Species"
"Animalia","Mollusca","Bivalvia","Cardiida","Donacidae","Donax","Donax vittatus","Donax vittatus","benthos","Macrobenthos","Macrobenthos"," 139604","Species"
"Animalia","Mollusca","Gastropoda","Nudibranchia","Dotidae","Doto","Doto koenneckeri","Doto koenneckeri","benthos","Macrobenthos","Macrobenthos"," 139644","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Dumontia","Dumontia contorta","Dumontia contorta","macroalgae","Macroalgae","Macroalgae"," 145228","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Dynamena","Dynamena pumila","Dynamena pumila",NA,NA,NA," 117888","Species"
"Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Dynamene","Dynamene bidentata","Dynamene bidentata","macrobenthos","Macrobenthos","Macrobenthos"," 256988","Species"
"Animalia","Echinodermata","Echinoidea","Spatangoida","Loveniidae","Echinocardium","Echinocardium cordatum","Echinocardium cordatum","endobenthos","Macrobenthos","Endobenthos"," 124392","Species"
"Animalia","Echinodermata","Echinoidea","Echinolampadacea","Fibulariidae","Echinocyamus","Echinocyamus pusillus","Echinocyamus pusillus","macrobenthos","Macrobenthos","Macrobenthos"," 124273","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","Ectocarpus","Ectocarpus crouaniorum","Ectocarpus crouaniorum","macroalgae","Macroalgae","Macroalgae"," 496828","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","Ectocarpus","Ectocarpus fasciculatus","Ectocarpus fasciculatus","macroalgae","Macroalgae","Macroalgae"," 145404","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","Ectocarpus","Ectocarpus siliculosus","Ectocarpus siliculosus","macroalgae","Macroalgae","Macroalgae"," 145410","Species"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Tubulariidae","Ectopleura","Ectopleura dumortierii","Ectopleura dumortierii",NA,NA,NA," 117982","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Elasmopus","Elasmopus rapax","Elasmopus rapax","macrobenthos","Macrobenthos","Macrobenthos"," 102805","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Electridae","Electra","Electra pilosa","Electra pilosa","macrobenthos","Macrobenthos","Macrobenthos","1789435","Species"
"Animalia","Mollusca","Gastropoda",NA,"Plakobranchidae","Elysia","Elysia viridis","Elysia viridis","benthos","Macrobenthos","Macrobenthos"," 139686","Species"
"Animalia","Mollusca","Gastropoda","Nudibranchia","Embletoniidae","Embletonia","Embletonia pulchra","Embletonia pulchra","benthos","Macrobenthos","Macrobenthos"," 141638","Species"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Enchytraeus","Enchytraeus albellus","Enchytraeus albellus","benthos","Macrobenthos","Macrobenthos","1339998","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Cletodidae","Enhydrosoma","Enhydrosoma propinquum","Enhydrosoma propinquum","meiobenthos","Macrobenthos","Macrobenthos"," 115787","Species"
"Animalia","Arthropoda","Hexapoda","Diptera","Syrphidae","Eristalinus","Eristalinus aeneus","Eristalinus aeneus",NA,NA,NA," 151119","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Erythrodermis","Erythrodermis traillii","Erythrodermis traillii","macroalgae","Macroalgae","Macroalgae"," 145655","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Escharellidae","Escharella","Escharella immersa","Escharella immersa","macrobenthos","Macrobenthos","Macrobenthos"," 111484","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Eudesme","Eudesme borealis","Eudesme borealis","macroalgae","Macroalgae","Macroalgae","1535277","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Eudesme","Eudesme virescens","Eudesme virescens","macroalgae","Macroalgae","Macroalgae"," 144918","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia","Eulalia clavigera","Eulalia clavigera","benthos","Macrobenthos","Macrobenthos"," 155375","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia","Eulalia ornata","Eulalia ornata","macrobenthos","Macrobenthos","Macrobenthos"," 130632","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia","Eulalia viridis","Eulalia viridis","macrobenthos","Macrobenthos","Macrobenthos"," 130639","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eumida","Eumida maia","Eumida maia","benthos","Macrobenthos","Macrobenthos"," 564486","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Eupolymnia","Eupolymnia","Eupolymnia","benthos","Macrobenthos","Macrobenthos"," 129693","Genus"
"Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Eurynome","Eurynome spinosa","Eurynome spinosa","macrobenthos","Macrobenthos","Macrobenthos"," 107319","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Eusyllis","Eusyllis blomstrandi","Eusyllis blomstrandi","macrobenthos","Macrobenthos","Macrobenthos"," 131290","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Tachidiidae","Euterpina","Euterpina acutifrons","Euterpina acutifrons","zooplankton","Other","Plankton"," 116162","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Eirenidae","Eutonina","Eutonina indicans","Eutonina indicans",NA,NA,NA," 117517","Species"
"Animalia","Arthropoda","Branchiopoda","Onychopoda","Podonidae","Evadne","Evadne nordmanni","Evadne nordmanni","mesoplankton","Other","Plankton"," 106273","Species"
"Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Facelina","Facelina auriculata","Facelina auriculata","benthos","Macrobenthos","Macrobenthos"," 153375","Species"
"Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Facelina","Facelina bostoniensis","Facelina bostoniensis","benthos","Macrobenthos","Macrobenthos"," 139908","Species"
"Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Favorinus","Favorinus branchialis","Favorinus branchialis","benthos","Macrobenthos","Macrobenthos"," 139940","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Feldmannia","Feldmannia mitchelliae","Feldmannia mitchelliae","macroalgae","Macroalgae","Macroalgae"," 699648","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Ameiridae","Filexilia","Filexilia brevipes","Filexilia brevipes","meiobenthos","Macrobenthos","Macrobenthos"," 115541","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Flustridae","Flustra","Flustra foliacea","Flustra foliacea","macrobenthos","Macrobenthos","Macrobenthos"," 111367","Species"
"Animalia","Bryozoa","Gymnolaemata","Ctenostomatida","Flustrellidridae","Flustrellidra","Flustrellidra hispida","Flustrellidra hispida","macrobenthos","Macrobenthos","Macrobenthos"," 111621","Species"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Fucaceae","Fucus","Fucus","Fucus","macroalgae","Macroalgae","Macroalgae"," 144129","Genus"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Fucaceae","Fucus","Fucus serratus","Fucus serratus","macroalgae","Macroalgae","Macroalgae"," 145546","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea intermedia","Galathea intermedia","macrobenthos","Macrobenthos","Macrobenthos"," 107150","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Nuuanuidae","Gammarella","Gammarella fucicola","Gammarella fucicola","macrobenthos","Macrobenthos","Macrobenthos"," 102811","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammarellidae","Gammarellus","Gammarellus angulosus","Gammarellus angulosus","macrobenthos","Macrobenthos","Macrobenthos"," 102251","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae","Gammarus","Gammarus locusta","Gammarus locusta","macrobenthos","Macrobenthos","Macrobenthos"," 102281","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae","Gammarus","Gammarus pulex","Gammarus pulex","macrobenthos","Macrobenthos","Macrobenthos"," 234074","Species"
"Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Champiaceae","Gastroclonium","Gastroclonium ovatum","Gastroclonium ovatum","macroalgae","Macroalgae","Macroalgae"," 145810","Species"
"Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Champiaceae","Gastroclonium","Gastroclonium reflexum","Gastroclonium reflexum","macroalgae","Macroalgae","Macroalgae"," 145811","Species"
"Plantae","Rhodophyta","Florideophyceae","Gelidiales","Gelidiaceae","Gelidium","Gelidium pulchellum","Gelidium pulchellum","macroalgae","Macroalgae","Macroalgae"," 145588","Species"
"Plantae","Rhodophyta","Florideophyceae","Gelidiales","Gelidiaceae","Gelidium","Gelidium pusillum","Gelidium pusillum","macroalgae","Macroalgae","Macroalgae"," 145590","Species"
"Animalia","Porifera","Demospongiae","Haplosclerida","Niphatidae","Gelliodes","Gelliodes wilsoni","Gelliodes wilsoni","macrobenthos","Macrobenthos","Macrobenthos"," 820772","Species"
"Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Gibbula","Gibbula magus","Gibbula magus","benthos","Macrobenthos","Macrobenthos"," 141790","Species"
"Animalia","Hemichordata","Enteropneusta","Enteropneusta incertae sedis","Ptychoderidae","Glossobalanus","Glossobalanus marginatus","Glossobalanus marginatus","benthos","Macrobenthos","Macrobenthos"," 137607","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera","Glycera","Glycera","benthos","Macrobenthos","Macrobenthos"," 129296","Genus"
"Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera","Glycera alba","Glycera alba","benthos","Macrobenthos","Macrobenthos"," 130116","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera","Glycera tridactyla","Glycera tridactyla","benthos","Macrobenthos","Macrobenthos"," 130130","Species"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Gongolaria","Gongolaria baccata","Gongolaria baccata","algae","Other","Plankton","1659019","Species"
"Animalia","Cnidaria","Hydrozoa","Limnomedusae","Olindiidae","Gonionemus","Gonionemus vertens","Gonionemus vertens",NA,NA,NA," 117768","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Gonothyraea","Gonothyraea loveni","Gonothyraea loveni",NA,NA,NA," 117377","Species"
"Plantae","Rhodophyta","Florideophyceae","Gracilariales","Gracilariaceae","Gracilariopsis","Gracilariopsis longissima","Gracilariopsis longissima","macroalgae","Macroalgae","Macroalgae"," 146960","Species"
"Plantae","Rhodophyta","Florideophyceae","Halymeniales","Grateloupiaceae","Grateloupia","Grateloupia filicina","Grateloupia filicina","macroalgae","Macroalgae","Macroalgae"," 145248","Species"
"Plantae","Rhodophyta","Florideophyceae","Halymeniales","Grateloupiaceae","Grateloupia","Grateloupia turuturu","Grateloupia turuturu","macroalgae","Macroalgae","Macroalgae"," 295880","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Griffithsia","Griffithsia corallinoides","Griffithsia corallinoides","macroalgae","Macroalgae","Macroalgae"," 144582","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Gymnogongrus","Gymnogongrus crenulatus","Gymnogongrus crenulatus","macroalgae","Macroalgae","Macroalgae"," 145656","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Gymnogongrus","Gymnogongrus griffithsiae","Gymnogongrus griffithsiae","macroalgae","Macroalgae","Macroalgae"," 145657","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Furcellariaceae","Halarachnion","Halarachnion ligulatum","Halarachnion ligulatum","macroalgae","Macroalgae","Macroalgae"," 145621","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Haleciidae","Halecium","Halecium","Halecium",NA,NA,NA," 117103","Genus"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Haleciidae","Halecium","Halecium halecinum","Halecium halecinum",NA,NA,NA," 231751","Species"
"Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria","Halichondria","macrobenthos","Macrobenthos","Macrobenthos"," 131807","Genus"
"Animalia","Cnidaria","Staurozoa","Stauromedusae","Haliclystidae","Haliclystus","Haliclystus auricula","Haliclystus auricula","macrobenthos","Macrobenthos","Macrobenthos"," 135322","Species"
"Animalia","Cnidaria","Staurozoa","Stauromedusae","Haliclystidae","Haliclystus","Haliclystus octoradiatus","Haliclystus octoradiatus","macrobenthos","Macrobenthos","Macrobenthos"," 135323","Species"
"Animalia","Cnidaria","Staurozoa","Stauromedusae","Haliclystidae","Haliclystus","Haliclystus tenuis","Haliclystus tenuis","macrobenthos","Macrobenthos","Macrobenthos"," 287231","Species"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Halidrys","Halidrys siliquosa","Halidrys siliquosa","macroalgae","Macroalgae","Macroalgae"," 145540","Species"
"Animalia","Arthropoda","Hexapoda","Diptera","Chironomidae","Halocladius","Halocladius variabilis","Halocladius variabilis",NA,NA,NA," 118152","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Halopterididae","Halopteris","Halopteris diaphana","Halopteris diaphana",NA,NA,NA," 117632","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Miraciidae","Haloschizopera","Haloschizopera pygmaea","Haloschizopera pygmaea","meiobenthos","Macrobenthos","Macrobenthos"," 115950","Species"
"Animalia","Mollusca","Gastropoda","Nudibranchia","Hancockiidae","Hancockia","Hancockia uncinata","Hancockia uncinata","benthos","Macrobenthos","Macrobenthos"," 140081","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe imbricata","Harmothoe imbricata","macrobenthos","Macrobenthos","Macrobenthos"," 130769","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe impar","Harmothoe impar","macrobenthos","Macrobenthos","Macrobenthos"," 130770","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Harpacticidae","Harpacticus","Harpacticus flexus","Harpacticus flexus","meiobenthos","Macrobenthos","Macrobenthos"," 116168","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Hecatonema","Hecatonema","Hecatonema","macroalgae","Macroalgae","Macroalgae"," 144078","Genus"
"Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Hediste","Hediste diversicolor","Hediste diversicolor","macrobenthos","Macrobenthos","Macrobenthos"," 152302","Species"
"Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Heliocidaris","Heliocidaris crassispina","Heliocidaris crassispina","epibenthos","Macrobenthos","Epibenthos"," 513312","Species"
"Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","Henricia sanguinolenta","benthos","Macrobenthos","Macrobenthos"," 123974","Species"
"Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia tumida","Henricia tumida","benthos","Macrobenthos","Macrobenthos"," 369147","Species"
"Animalia","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Hiatella","Hiatella arctica","Hiatella arctica","benthos","Macrobenthos","Macrobenthos"," 140103","Species"
"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra","Hildenbrandia rubra","macroalgae","Macroalgae","Macroalgae"," 145712","Species"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Himanthaliaceae","Himanthalia","Himanthalia elongata","Himanthalia elongata","macroalgae","Macroalgae","Macroalgae"," 145551","Species"
"Animalia","Platyhelminthes","Trematoda","Plagiorchiida","Himasthlidae","Himasthla","Himasthla quissetensis","Himasthla quissetensis",NA,NA,NA," 736173","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Hincksia","Hincksia granulosa","Hincksia granulosa","macroalgae","Macroalgae","Macroalgae"," 145433","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Acinetosporaceae","Hincksia","Hincksia hincksiae","Hincksia hincksiae","macroalgae","Macroalgae","Macroalgae"," 145435","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hippolyte","Hippolyte varians","Hippolyte varians","macrobenthos","Macrobenthos","Macrobenthos"," 107518","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus gammarus","Homarus gammarus","megabenthos","Macrobenthos","Macrobenthos"," 107253","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas","Hyas araneus","Hyas araneus","macrobenthos","Macrobenthos","Macrobenthos"," 107322","Species"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Hydridae","Hydra","Hydra oligactis","Hydra oligactis",NA,NA,NA," 290145","Species"
"Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon","Hymeniacidon","macrobenthos","Macrobenthos","Macrobenthos"," 131808","Genus"
"Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon perlevis","Hymeniacidon perlevis","megabenthos","Macrobenthos","Macrobenthos"," 132663","Species"
"Animalia","Arthropoda","Hexapoda",NA,"Hypogastruridae","Hypogastrura","Hypogastrura","Hypogastrura",NA,NA,NA," 118113","Genus"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Hypoglossum","Hypoglossum hypoglossoides","Hypoglossum hypoglossoides","macroalgae","Macroalgae","Macroalgae"," 144756","Species"
"Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea chelipes","Idotea chelipes","macrobenthos","Macrobenthos","Macrobenthos"," 119042","Species"
"Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea emarginata","Idotea emarginata","macrobenthos","Macrobenthos","Macrobenthos"," 119043","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Ischyrocerus","Ischyrocerus","Ischyrocerus","benthos","Macrobenthos","Macrobenthos"," 101569","Genus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Ischyrocerus","Ischyrocerus anguipes","Ischyrocerus anguipes","macrobenthos","Macrobenthos","Macrobenthos"," 102412","Species"
"Animalia","Arthropoda","Copepoda","Calanoida","Centropagidae","Isias","Isias clavipes","Isias clavipes","mesoplankton","Other","Plankton"," 104501","Species"
"Animalia","Porifera","Demospongiae","Poecilosclerida","Isodictyidae","Isodictya","Isodictya elastica","Isodictya elastica","macrobenthos","Macrobenthos","Macrobenthos"," 168455","Species"
"Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Jania","Jania rubens","Jania rubens","macroalgae","Macroalgae","Macroalgae"," 145130","Species"
"Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Janira","Janira maculosa","Janira maculosa","macrobenthos","Macrobenthos","Macrobenthos"," 118732","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa falcata","Jassa falcata","macrobenthos","Macrobenthos","Macrobenthos"," 102431","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa pusilla","Jassa pusilla","macrobenthos","Macrobenthos","Macrobenthos"," 102437","Species"
"Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Jorunna","Jorunna tomentosa","Jorunna tomentosa","benthos","Macrobenthos","Macrobenthos"," 140166","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Kallymeniaceae","Kallymenia","Kallymenia","Kallymenia","macroalgae","Macroalgae","Macroalgae"," 144048","Genus"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Kirchenpaueriidae","Kirchenpaueria","Kirchenpaueria pinnata","Kirchenpaueria pinnata",NA,NA,NA," 117674","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Lacuna","Lacuna pallidula","Lacuna pallidula","benthos","Macrobenthos","Macrobenthos"," 140168","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Lacuna","Lacuna vincta","Lacuna vincta","benthos","Macrobenthos","Macrobenthos"," 140170","Species"
"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Laevicardium","Laevicardium crassum","Laevicardium crassum","benthos","Macrobenthos","Macrobenthos"," 139004","Species"
"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria","Laminaria","macroalgae","Macroalgae","Macroalgae"," 144199","Genus"
"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria hyperborea","Laminaria hyperborea","macroalgae","Macroalgae","Macroalgae"," 145725","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Laminariocolax","Laminariocolax aecidioides","Laminariocolax aecidioides","macroalgae","Macroalgae","Macroalgae"," 162814","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Laminariocolax","Laminariocolax tomentosoides","Laminariocolax tomentosoides","macroalgae","Macroalgae","Macroalgae"," 145446","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Laminarionema","Laminarionema elsbetiae","Laminarionema elsbetiae","macroalgae","Macroalgae","Macroalgae"," 371106","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lanice","Lanice conchilega","Lanice conchilega","megabenthos","Macrobenthos","Macrobenthos"," 131495","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Laodiceidae","Laodicea","Laodicea undulata","Laodicea undulata",NA,NA,NA," 117725","Species"
"Animalia","Annelida","Polychaeta","Spionida","Spionidae","Laonice","Laonice cirrata","Laonice cirrata","macrobenthos","Macrobenthos","Macrobenthos"," 131128","Species"
"Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Lasaea","Lasaea adansoni","Lasaea adansoni","benthos","Macrobenthos","Macrobenthos"," 178911","Species"
"Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Lasaea","Lasaea rubra","Lasaea rubra","benthos","Macrobenthos","Macrobenthos"," 140176","Species"
"Animalia","Arthropoda","Hexapoda","Hymenoptera","Formicidae","Lasius","Lasius niger","Lasius niger",NA,NA,NA,"1490360","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Leathesia","Leathesia","Leathesia","macroalgae","Macroalgae","Macroalgae"," 143973","Genus"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Leathesia","Leathesia marina","Leathesia marina","macroalgae","Macroalgae","Macroalgae"," 494940","Species"
"Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Lepidochitona","Lepidochitona cinerea","Lepidochitona cinerea","benthos","Macrobenthos","Macrobenthos"," 152774","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus","Lepidonotus clava","Lepidonotus clava","macrobenthos","Macrobenthos","Macrobenthos"," 130800","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus","Lepidonotus squamatus","Lepidonotus squamatus","macrobenthos","Macrobenthos","Macrobenthos"," 130801","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Leptosiphonia","Leptosiphonia brodiei","Leptosiphonia brodiei","macroalgae","Macroalgae","Macroalgae","1340377","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Leptosiphonia","Leptosiphonia fibrillosa","Leptosiphonia fibrillosa","macroalgae","Macroalgae","Macroalgae","1339221","Species"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Leuckartiara","Leuckartiara nobilis","Leuckartiara nobilis",NA,NA,NA," 117790","Species"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Leuckartiara","Leuckartiara octona","Leuckartiara octona",NA,NA,NA," 117791","Species"
"Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceridae","Limacia","Limacia clavigera","Limacia clavigera","benthos","Macrobenthos","Macrobenthos"," 140830","Species"
"Animalia","Mollusca","Gastropoda",NA,"Limapontiidae","Limapontia","Limapontia capitata","Limapontia capitata","benthos","Macrobenthos","Macrobenthos"," 140229","Species"
"Animalia","Mollusca","Gastropoda",NA,"Limapontiidae","Limapontia","Limapontia senestra","Limapontia senestra","benthos","Macrobenthos","Macrobenthos"," 140231","Species"
